"region","system","network","isIO","instanceId","vCpu","memory","intranetGbps","intranetPPS","hourlyPrice","weeklyPrice","standard","monthlyPrice","yearlyPrice","2yearPrice","3yearPrice","4yearPrice","5yearPrice"
"eu-central-1","windows","vpc","true","ecs.hfc5.2xlarge",8,16,2,100,"5.113","835.35","2983.37","2983.37","30430.38","50120.61","59070.72","64440.79","68020.83"
"eu-central-1","windows","vpc","true","ecs.c5.2xlarge",8,16,2.5,50,"4.396","659.52","2355.42","2355.42","24025.28","39571.06","46637.32","50877.07","53703.58"
"eu-central-1","windows","vpc","true","ecs.gn6i-c8g1.2xlarge",8,31,5,80,"13.1","1885.68","6734.59","6734.59","68692.82","113141.11","133344.88","145467.14","153548.65"
"eu-central-1","windows","vpc","true","ecs.g5ne.2xlarge",8,32,3.5,150,"8.568","1150.61","4109.34","4109.34","41915.27","69036.91","81364.93","88761.75","93692.95"
"eu-central-1","windows","vpc","true","ecs.g5.2xlarge",8,32,2.5,50,"5.6","914.13","3264.75","3264.75","33300.45","54847.8","64642.05","70518.6","74436.3"
"eu-central-1","windows","vpc","true","ecs.t5-c1m4.2xlarge",8,32,1.2,40,"2.44","358.12","1278.99","1215.04","11510.91","18417.46","20719.64","22100.95","23021.82"
"eu-central-1","windows","vpc","true","ecs.hfg5.2xlarge",8,32,2,100,"5.817","986.77","3524.21","3524.21","35946.94","59206.73","69779.36","76122.94","80351.99"
"eu-central-1","windows","vpc","true","ecs.r5.2xlarge",8,64,2.5,50,"6.818","959.58","3427.08","3427.08","34956.22","57574.94","67856.18","74024.93","78137.42"
"eu-central-1","windows","vpc","true","ecs.i2.2xlarge",8,64,2,100,"6.39","1019.48","3640.99","3640.99","37138.1","61168.63","72091.6","78645.38","83014.57"
"eu-central-1","windows","vpc","true","ecs.ic5.3xlarge",12,12,4,90,"6.29","939.83","3356.53","3356.53","34236.61","56389.7","66459.29","72501.05","76528.88"
"eu-central-1","windows","vpc","true","ecs.c5.3xlarge",12,24,4,90,"6.595","989.28","3533.13","3533.13","36037.92","59356.59","69955.98","76315.61","80555.37"
"eu-central-1","windows","vpc","true","ecs.hfc5.3xlarge",12,24,2.5,130,"7.67","1253.01","4475.06","4475.06","45645.62","75181.0","88606.18","96661.3","102031.36"
"eu-central-1","windows","vpc","true","ecs.hfg5.3xlarge",12,48,2.5,130,"8.726","1480.19","5286.39","5286.39","53921.18","88811.35","104670.52","114186.03","120529.69"
"eu-central-1","windows","vpc","true","ecs.g5.3xlarge",12,48,4,90,"8.401","1371.2","4897.12","4897.12","49950.62","82271.62","96962.98","105777.79","111654.34"
"eu-central-1","windows","vpc","true","ecs.r5.3xlarge",12,96,4,90,"10.227","1439.37","5140.62","5140.62","52434.32","86362.42","101784.28","111037.39","117206.14"
"eu-central-1","windows","vpc","true","ecs.ic5.4xlarge",16,16,5,100,"8.387","1253.09","4475.33","4475.33","45648.37","75185.54","88611.53","96667.13","102037.52"
"eu-central-1","windows","vpc","true","ecs.t5-c1m1.4xlarge",16,16,1.2,60,"2.27","358.68","1280.99","1216.94","11528.91","18446.26","20752.04","22135.51","23057.82"
"eu-central-1","windows","vpc","true","ecs.hfc5.4xlarge",16,32,3,160,"10.227","1670.69","5966.75","5966.75","60860.85","100241.4","118141.65","128881.8","136041.9"
"eu-central-1","windows","vpc","true","ecs.t5-c1m2.4xlarge",16,32,1.2,60,"3.14","497.28","1775.99","1687.19","15983.91","25574.26","28771.04","30689.11","31967.82"
"eu-central-1","windows","vpc","true","ecs.c5.4xlarge",16,32,5,100,"8.793","1319.04","4710.85","4710.85","48050.67","79142.28","93274.83","101754.36","107407.38"
"eu-central-1","windows","vpc","true","ecs.gn6i-c16g1.4xlarge",16,62,6,100,"19.63","2826.89","10096.04","10096.04","102979.61","169613.47","199901.59","218074.46","230189.71"
"eu-central-1","windows","vpc","true","ecs.g5ne.4xlarge",16,64,7,300,"17.136","2301.23","8218.69","8218.69","83830.64","138073.99","162730.06","177523.71","187386.13"
"eu-central-1","windows","vpc","true","ecs.g5.4xlarge",16,64,5,100,"11.201","1828.26","6529.5","6529.5","66600.9","109695.6","129284.1","141037.2","148872.6"
"eu-central-1","windows","vpc","true","ecs.hfg5.4xlarge",16,64,3,160,"11.634","1973.54","7048.36","7048.36","71893.27","118412.45","139557.53","152244.58","160702.61"
"eu-central-1","windows","vpc","true","ecs.i2.4xlarge",16,128,3,150,"12.77","2038.96","7281.99","7281.99","74276.3","122337.43","144183.4","157290.98","166029.37"
"eu-central-1","windows","vpc","true","ecs.r5.4xlarge",16,128,5,100,"13.636","1919.17","6854.16","6854.16","69912.43","115149.89","135712.37","148049.86","156274.85"
"eu-central-1","windows","vpc","true","ecs.c5.6xlarge",24,48,7.5,150,"13.189","1978.55","7066.28","7066.28","72076.06","118713.5","139912.34","152631.65","161111.18"
"eu-central-1","windows","vpc","true","ecs.hfc5.6xlarge",24,48,4.5,200,"15.34","2506.04","8950.13","8950.13","91291.32","150362.19","177212.58","193322.81","204062.97"
"eu-central-1","windows","vpc","true","ecs.gn6i-c24g1.6xlarge",24,93,7.5,120,"26.28","3784.32","13515.44","13515.44","137857.48","227059.4","267605.72","291933.5","308152.04"
"eu-central-1","windows","vpc","true","ecs.g5.6xlarge",24,96,7.5,150,"16.801","2742.39","9794.26","9794.26","99901.45","164543.57","193926.35","211556.01","223309.13"
"eu-central-1","windows","vpc","true","ecs.hfg5.6xlarge",24,96,4.5,200,"17.451","2960.3","10572.51","10572.51","107839.6","177618.17","209335.7","228366.22","241053.23"
"eu-central-1","windows","vpc","true","ecs.r5.6xlarge",24,192,7.5,150,"20.454","2878.75","10281.25","10281.25","104868.75","172725.0","203568.75","222075.0","234412.5"
"eu-central-1","windows","vpc","true","ecs.hfc5.8xlarge",32,64,6,250,"20.454","3341.39","11933.51","11933.51","121721.8","200482.97","236283.5","257763.82","272084.03"
"eu-central-1","windows","vpc","true","ecs.c5.8xlarge",32,64,10,200,"17.586","2638.08","9421.71","9421.71","96101.44","158284.73","186549.86","203508.94","214814.99"
"eu-central-1","windows","vpc","true","ecs.g5.8xlarge",32,128,10,200,"22.402","3656.52","13059.01","13059.01","133201.91","219391.36","258568.39","282074.62","297745.42"
"eu-central-1","windows","vpc","true","ecs.hfg5.8xlarge",32,128,6,250,"23.261","3947.06","14096.65","14096.65","143785.83","236823.72","279113.67","304487.64","321403.62"
"eu-central-1","windows","vpc","true","ecs.g5ne.8xlarge",32,128,15,600,"34.272","4602.47","16437.39","16437.39","167661.37","276148.16","325460.33","355047.62","374772.5"
"eu-central-1","windows","vpc","true","ecs.i2.8xlarge",32,256,6,200,"25.53","4077.64","14562.99","14562.99","148542.5","244658.23","288347.2","314560.58","332036.17"
"eu-central-1","windows","vpc","true","ecs.r5.8xlarge",32,256,10,200,"27.272","3838.34","13708.34","13708.34","139825.07","230300.11","271425.13","296100.14","312550.15"
"eu-central-1","windows","vpc","true","ecs.gn6i-c24g1.12xlarge",48,186,15,240,"52.56","7568.64","27030.87","27030.87","275714.87","454118.62","535211.23","583866.8","616303.84"
"eu-central-1","windows","vpc","true","ecs.hfg5.14xlarge",56,160,10,400,"40.712","6907.36","24669.16","24669.16","251625.43","414441.89","488449.37","532853.85","562456.85"
"eu-central-1","windows","vpc","true","ecs.c5.16xlarge",64,128,20,400,"35.172","5276.16","18843.42","18843.42","192202.89","316569.45","373099.71","407017.87","429629.97"
"eu-central-1","windows","vpc","true","ecs.g5.16xlarge",64,256,20,400,"44.803","7313.04","26118.03","26118.03","266403.91","438782.9","517136.99","564149.45","595491.08"
"eu-central-1","windows","vpc","true","ecs.g5ne.16xlarge",64,256,30,1200,"68.544","9204.94","32874.8","32874.8","335322.96","552296.64","650921.04","710095.68","749545.44"
"eu-central-1","windows","vpc","true","ecs.i2.16xlarge",64,512,10,400,"51.05","8155.0","29124.99","29124.99","297074.9","489299.83","576674.8","629099.78","664049.77"
"eu-central-1","windows","vpc","true","ecs.r5.16xlarge",64,512,20,400,"54.543","7676.67","27416.69","27416.69","279650.24","460600.39","542850.46","592200.51","625100.53"
"eu-central-1","windows","vpc","true","ecs.g5ne.18xlarge",72,288,33,1350,"77.112","10355.56","36984.15","36984.15","377238.33","621333.72","732286.17","798857.64","843238.62"
"eu-central-1","windows","vpc","true","ecs.gn6i-c24g1.24xlarge",96,372,30,480,"105.12","15137.29","54061.74","54061.74","551429.75","908237.23","1070422.45","1167733.59","1232607.67"
"eu-central-1","windows","vpc","true","ecs.xn4.small",1,1,0.5,5,"0.133","20.72","73.99","73.99","754.7","1243.03","1331.82","1775.76","2219.7"
"eu-central-1","windows","vpc","true","ecs.n4.small",1,2,0.5,5,"0.251","40.87","145.99","145.99","1489.1","2452.63","2627.82","3503.76","4379.7"
"eu-central-1","windows","vpc","true","ecs.mn4.small",1,4,0.5,5,"0.731","122.36","436.99","436.99","4457.3","7341.43","7865.82","10487.76","13109.7"
"eu-central-1","windows","vpc","true","ecs.e4.small",1,8,0.5,5,"0.869","135.8","484.99","484.99","4946.9","8147.83","8729.82","11639.76","14549.7"
"eu-central-1","windows","vpc","true","ecs.sn1ne.large",2,4,0.5,12,"1.281","217.29","776.04","776.04","7915.61","13037.47","15365.59","16762.46","17693.71"
"eu-central-1","windows","vpc","true","ecs.n4.large",2,4,0.5,10,"0.502","81.76","291.99","291.99","2978.3","4905.43","5255.82","7007.76","8759.7"
"eu-central-1","windows","vpc","true","ecs.sn2ne.large",2,8,0.5,12,"1.536","257.38","919.21","919.21","9375.94","15442.73","18200.36","19854.93","20957.99"
"eu-central-1","windows","vpc","true","ecs.mn4.large",2,8,0.5,10,"1.462","244.72","873.99","873.99","8914.7","14683.03","15731.82","20975.76","26219.7"
"eu-central-1","windows","vpc","true","ecs.se1ne.large",2,16,0.5,12,"1.825","285.34","1019.06","1019.06","10394.42","17120.2","20177.38","22011.7","23234.56"
"eu-central-1","windows","vpc","true","ecs.se1.large",2,16,0.5,5,"1.738","271.87","970.99","970.99","9904.1","16312.63","17477.82","23303.76","29129.7"
"eu-central-1","windows","vpc","true","ecs.n4.xlarge",4,8,0.8,15,"2.219","331.24","1182.99","1182.99","12066.5","19874.23","21293.82","28391.76","35489.7"
"eu-central-1","windows","vpc","true","ecs.sn1ne.xlarge",4,8,0.8,30,"2.556","434.58","1552.1","1552.1","15831.42","26075.28","30731.58","33525.36","35387.88"
"eu-central-1","windows","vpc","true","ecs.c4.xlarge",4,8,1.5,20,"2.86","485.64","1734.45","1647.73","15610.05","24976.08","28098.09","29971.29","31220.1"
"eu-central-1","windows","vpc","true","ecs.sn2ne.xlarge",4,16,0.8,30,"3.071","514.74","1838.36","1838.36","18751.28","30884.44","36399.52","39708.58","41914.6"
"eu-central-1","windows","vpc","true","ecs.mn4.xlarge",4,16,0.8,15,"2.924","489.44","1747.99","1747.99","17829.5","29366.23","31463.82","41951.76","52439.7"
"eu-central-1","windows","vpc","true","ecs.i1.xlarge",4,16,0.8,10,"3.03","510.44","1822.99","1731.84","16406.91","26251.06","29532.44","31501.27","32813.82"
"eu-central-1","windows","vpc","true","ecs.cm4.xlarge",4,16,1.5,20,"3.48","588.27","2100.98","1995.93","18908.82","30254.11","34035.87","36304.93","37817.64"
"eu-central-1","windows","vpc","true","ecs.gn5-c4g1.xlarge",4,30,3,30,"12.44","2090.76","7466.99","7093.64","67202.91","107524.66","120965.24","129029.59","134405.82"
"eu-central-1","windows","vpc","true","ecs.se1ne.xlarge",4,32,0.8,30,"3.65","570.7","2038.21","2038.21","20789.75","34241.92","40356.55","44025.34","46471.18"
"eu-central-1","windows","vpc","true","ecs.se1.xlarge",4,32,0.8,10,"3.476","543.48","1940.99","1940.99","19798.1","32608.63","34937.82","46583.76","58229.7"
"eu-central-1","windows","vpc","true","ecs.ce4.xlarge",4,32,1.5,20,"4.16","652.21","2329.32","2212.85","20963.88","33542.21","37734.99","40250.65","41927.76"
"eu-central-1","windows","vpc","true","ecs.n4.2xlarge",8,16,1.2,30,"4.438","662.2","2364.99","2364.99","24122.9","39731.83","42569.82","56759.76","70949.7"
"eu-central-1","windows","vpc","true","ecs.sn1ne.2xlarge",8,16,1.5,100,"5.111","867.91","3099.67","3099.67","31616.63","52074.46","61373.47","66952.87","70672.48"
"eu-central-1","windows","vpc","true","ecs.c4.2xlarge",8,16,3,40,"5.71","971.29","3468.91","3295.46","31220.19","49952.3","56196.34","59942.76","62440.38"
"eu-central-1","windows","vpc","true","ecs.mn4.2xlarge",8,32,1.2,30,"5.848","978.87","3495.99","3495.99","35659.1","58732.63","62927.82","83903.76","104879.7"
"eu-central-1","windows","vpc","true","ecs.sn2ne.2xlarge",8,32,1.5,100,"6.141","1029.51","3676.81","3676.81","37503.46","61770.41","72800.84","79419.09","83831.27"
"eu-central-1","windows","vpc","true","ecs.d1ne.2xlarge",8,32,6,80,"6.514","1095.13","3911.17","3715.61","35200.53","56320.84","63360.95","67585.02","70401.06"
"eu-central-1","windows","vpc","true","ecs.cm4.2xlarge",8,32,3,40,"6.97","1176.58","4202.05","3991.94","37818.45","60509.52","68073.21","72611.43","75636.9"
"eu-central-1","windows","vpc","true","ecs.d1.2xlarge",8,32,3,30,"6.38","1074.08","3835.99","3644.19","34523.91","55238.26","62143.04","66285.91","69047.82"
"eu-central-1","windows","vpc","true","ecs.i1.2xlarge",8,32,1.5,20,"6.07","1020.88","3645.99","3463.69","32813.91","52502.26","59065.04","63002.71","65627.82"
"eu-central-1","windows","vpc","true","ecs.gn5-c8g1.2xlarge",8,60,3,30,"14.98","2517.48","8990.99","8541.44","80918.91","129470.26","145654.04","155364.31","161837.82"
"eu-central-1","windows","vpc","true","ecs.gn5-c4g1.2xlarge",8,60,5,100,"24.88","4181.52","14933.99","14187.29","134405.91","215049.46","241930.64","258059.35","268811.82"
"eu-central-1","windows","vpc","true","ecs.se1ne.2xlarge",8,64,1.5,100,"7.3","1141.4","4076.44","4076.44","41579.69","68484.19","80713.51","88051.11","92942.83"
"eu-central-1","windows","vpc","true","ecs.se1.2xlarge",8,64,1.5,20,"6.952","1086.96","3881.99","3881.99","39596.3","65217.43","69875.82","93167.76","116459.7"
"eu-central-1","windows","vpc","true","ecs.sn1ne.3xlarge",12,24,2.5,130,"7.686","1303.76","4656.29","4656.29","47494.16","78225.67","92194.54","100575.86","106163.41"
"eu-central-1","windows","vpc","true","ecs.sn2ne.3xlarge",12,48,2.5,130,"9.216","1506.94","5381.93","5381.93","54895.68","90416.43","106562.22","116249.69","122708.01"
"eu-central-1","windows","vpc","true","ecs.i1.3xlarge",12,48,2,40,"9.12","1531.6","5469.99","5196.49","49229.91","78767.86","88613.84","94521.43","98459.82"
"eu-central-1","windows","vpc","true","ecs.se1ne.3xlarge",12,96,2.5,130,"10.95","1712.03","6114.41","6114.41","62366.99","102722.08","121065.31","132071.26","139408.54"
"eu-central-1","windows","vpc","true","ecs.sn1ne.4xlarge",16,32,3,160,"10.227","1735.82","6199.35","6199.35","63233.37","104149.08","122747.13","133905.96","141345.18"
"eu-central-1","windows","vpc","true","ecs.n4.4xlarge",16,32,2.5,40,"8.868","1324.4","4729.99","4729.99","48245.9","79463.83","85139.82","113519.76","141899.7"
"eu-central-1","windows","vpc","true","ecs.c4.4xlarge",16,32,6,80,"11.42","1942.59","6937.84","6590.95","62440.56","99904.9","112393.0","119885.87","124881.12"
"eu-central-1","windows","vpc","true","ecs.sn2ne.4xlarge",16,64,3,160,"12.281","2059.02","7353.65","7353.65","75007.23","123541.32","145602.27","158838.84","167663.22"
"eu-central-1","windows","vpc","true","ecs.d1ne.4xlarge",16,64,12,160,"13.034","2190.25","7822.34","7431.22","70401.06","112641.7","126721.91","135170.03","140802.12"
"eu-central-1","windows","vpc","true","ecs.mn4.4xlarge",16,64,2.5,40,"11.696","1957.76","6991.99","6991.99","71318.3","117465.43","125855.82","167807.76","209759.7"
"eu-central-1","windows","vpc","true","ecs.cm4.4xlarge",16,64,6,80,"14.0","2353.15","8404.12","7983.91","75637.08","121019.33","136146.75","145223.19","151274.16"
"eu-central-1","windows","vpc","true","ecs.i1.4xlarge",16,64,3,40,"12.15","2042.04","7292.99","6928.34","65636.91","105019.06","118146.44","126022.87","131273.82"
"eu-central-1","windows","vpc","true","ecs.d1.4xlarge",16,64,6,60,"12.78","2148.16","7671.99","7288.39","69047.91","110476.66","124286.24","132571.99","138095.82"
"eu-central-1","windows","vpc","true","ecs.i1-c5d1.4xlarge",16,64,3,40,"13.36","2244.76","8016.99","7616.14","72152.91","115444.66","129875.24","138533.59","144305.82"
"eu-central-1","windows","vpc","true","ecs.gn5-c8g1.4xlarge",16,120,5,100,"29.96","5035.24","17982.99","17083.84","161846.91","258955.06","291324.44","310746.07","323693.82"
"eu-central-1","windows","vpc","true","ecs.se1ne.4xlarge",16,128,3,160,"14.599","2282.79","8152.83","8152.83","83158.86","136967.55","161426.04","176101.13","185884.53"
"eu-central-1","windows","vpc","true","ecs.se1.4xlarge",16,128,3,40,"13.903","2174.2","7764.99","7764.99","79202.9","130451.83","139769.82","186359.76","232949.7"
"eu-central-1","windows","vpc","true","ecs.sn1ne.6xlarge",24,48,4.5,200,"15.372","2607.53","9312.59","9312.59","94988.42","156451.51","184389.28","201151.94","212327.05"
"eu-central-1","windows","vpc","true","ecs.d1ne.6xlarge",24,96,16,200,"19.555","3285.36","11733.45","11146.78","105601.05","168961.68","190081.89","202754.01","211202.1"
"eu-central-1","windows","vpc","true","ecs.sn2ne.6xlarge",24,96,4.5,200,"18.432","3013.88","10763.87","10763.87","109791.48","180833.01","213124.62","232499.59","245416.23"
"eu-central-1","windows","vpc","true","ecs.i1.6xlarge",24,96,4.5,60,"18.18","3027.36","10811.99","10271.39","97307.91","155692.66","175154.24","186831.19","194615.82"
"eu-central-1","windows","vpc","true","ecs.cm4.6xlarge",24,96,10,120,"20.97","3529.73","12606.19","11975.88","113455.71","181529.14","204220.28","217834.96","226911.42"
"eu-central-1","windows","vpc","true","ecs.d1.6xlarge",24,96,8,80,"19.17","3222.24","11507.99","10932.59","103571.91","165715.06","186429.44","198858.07","207143.82"
"eu-central-1","windows","vpc","true","ecs.se1ne.6xlarge",24,192,4.5,200,"21.9","3424.07","12228.83","12228.83","124734.06","205444.35","242130.84","264142.73","278817.33"
"eu-central-1","windows","vpc","true","ecs.gn5-c28g1.7xlarge",28,112,5,100,"29.06","3905.44","13947.99","13250.59","125531.91","200851.06","225957.44","241021.27","251063.82"
"eu-central-1","windows","vpc","true","ecs.n4.8xlarge",32,64,5,50,"17.735","2648.52","9458.99","9458.99","96481.7","158911.03","170261.82","227015.76","283769.7"
"eu-central-1","windows","vpc","true","ecs.sn1ne.8xlarge",32,64,6,250,"21.593","3705.45","13233.78","13233.78","134984.56","222327.5","262028.84","285849.65","301730.18"
"eu-central-1","windows","vpc","true","ecs.sn2ne.8xlarge",32,128,6,250,"24.562","4118.05","14707.32","14707.32","150014.67","247082.97","291204.93","317678.11","335326.89"
"eu-central-1","windows","vpc","true","ecs.d1ne-c8d3.8xlarge",32,128,20,200,"25.06","4205.6","15019.99","14268.99","135179.91","216287.86","243323.84","259545.43","270359.82"
"eu-central-1","windows","vpc","true","ecs.mn4.8xlarge",32,128,5,50,"23.392","3915.23","13982.99","13982.99","142626.5","234914.23","251693.82","335591.76","419489.7"
"eu-central-1","windows","vpc","true","ecs.i1-c10d1.8xlarge",32,128,6,80,"25.03","4205.88","15020.99","14269.94","135188.91","216302.26","243340.04","259562.71","270377.82"
"eu-central-1","windows","vpc","true","ecs.i1.8xlarge",32,128,6,80,"24.31","4084.08","14585.99","13856.69","131273.91","210038.26","236293.04","252045.91","262547.82"
"eu-central-1","windows","vpc","true","ecs.d1-c8d3.8xlarge",32,128,10,100,"24.54","4124.68","14730.99","13994.44","132578.91","212126.26","238642.04","254551.51","265157.82"
"eu-central-1","windows","vpc","true","ecs.se1ne.8xlarge",32,256,6,250,"29.203","4565.59","16305.68","16305.68","166317.94","273935.42","322852.46","352202.69","371769.5"
"eu-central-1","windows","vpc","true","ecs.se1.8xlarge",32,256,6,80,"27.812","4348.12","15528.99","15528.99","158395.7","260887.03","279521.82","372695.76","465869.7"
"eu-central-1","windows","vpc","true","ecs.d1ne-c14d3.14xlarge",56,160,35,450,"38.01","6377.84","22777.99","21639.09","205001.91","328003.06","369003.44","393603.67","410003.82"
"eu-central-1","windows","vpc","true","ecs.d1-c14d3.14xlarge",56,160,20,140,"37.23","6255.2","22339.99","21222.99","201059.91","321695.86","361907.84","386035.03","402119.82"
"eu-central-1","windows","vpc","true","ecs.sn2ne.14xlarge",56,224,10,450,"42.982","7206.74","25738.34","25738.34","262531.07","432404.11","509619.13","555948.15","586834.15"
"eu-central-1","windows","vpc","true","ecs.gn5-c28g1.14xlarge",56,224,10,200,"58.12","7810.88","27895.99","26501.19","251063.91","401702.26","451915.04","482042.71","502127.82"
"eu-central-1","windows","vpc","true","ecs.i1.14xlarge",56,224,10,120,"42.53","7147.28","25525.99","24249.69","229733.91","367574.26","413521.04","441089.11","459467.82"
"eu-central-1","windows","vpc","true","ecs.se1ne.14xlarge",56,480,10,450,"53.83","8417.58","30062.8","30062.8","306640.56","505055.04","595243.44","649356.48","685431.84"
"eu-central-1","windows","vpc","true","ecs.se1.14xlarge",56,480,10,120,"51.266","8016.68","28630.99","28630.99","292036.1","481000.63","515357.82","687143.76","858929.7"
"eu-central-1","windows","vpc","true","ecs.re4.20xlarge",80,960,15,200,"82.32","11917.36","42561.99","42561.99","434132.3","715041.43","766115.82","1021487.76","1276859.7"
"eu-central-1","windows","vpc","true","ecs.re4.40xlarge",160,1920,30,450,"164.64","23834.44","85122.99","85122.99","868254.5","1430066.23","1532213.82","2042951.76","2553689.7"
"eu-central-1","windows","vpc","true","ecs.sn1.medium",2,4,0.5,5,"1.22","206.92","738.99","738.99","7537.7","12415.03","13301.82","17735.76","22169.7"
"eu-central-1","windows","vpc","true","ecs.sn2.medium",2,8,0.5,5,"1.462","245.0","874.99","874.99","8924.9","14699.83","15749.82","20999.76","26249.7"
"eu-central-1","windows","vpc","true","ecs.sn1.large",4,8,0.8,10,"2.434","413.83","1477.99","1477.99","15075.5","24830.23","26603.82","35471.76","44339.7"
"eu-central-1","windows","vpc","true","ecs.sn2.large",4,16,0.8,10,"2.924","490.28","1750.99","1750.99","17860.1","29416.63","31517.82","42023.76","52529.7"
"eu-central-1","windows","vpc","true","ecs.sn1.xlarge",8,16,1.5,20,"4.867","826.56","2951.99","2951.99","30110.3","49593.43","53135.82","70847.76","88559.7"
"eu-central-1","windows","vpc","true","ecs.sn2.xlarge",8,32,1.5,20,"5.848","980.55","3501.99","3501.99","35720.3","58833.43","63035.82","84047.76","105059.7"
"eu-central-1","windows","vpc","true","ecs.sn1.3xlarge",16,32,3,40,"9.74","1653.12","5903.99","5903.99","60220.7","99187.03","106271.82","141695.76","177119.7"
"eu-central-1","windows","vpc","true","ecs.sn2.3xlarge",16,64,3,40,"11.696","1960.84","7002.99","7002.99","71430.5","117650.23","126053.82","168071.76","210089.7"
"eu-central-1","windows","vpc","true","ecs.sn1.7xlarge",32,64,6,80,"20.564","3529.12","12603.99","12603.99","128560.7","211747.03","226871.82","302495.76","378119.7"
"eu-central-1","windows","vpc","true","ecs.sn2.7xlarge",32,128,6,80,"23.392","3921.95","14006.99","14006.99","142871.3","235317.43","252125.82","336167.76","420209.7"
"eu-central-1","windows","vpc","true","ecs.sn2.13xlarge",56,224,10,120,"40.935","6863.64","24512.99","24512.99","250032.49","411818.24","441233.82","588311.76","735389.7"
"cn-zhangjiakou","windows","vpc","true","ecs.s6-c1m1.small",1,1,0.1,15,"0.1","8.33","29.7","29.7","302.94","498.96","588.06","641.52","677.16"
"cn-zhangjiakou","windows","vpc","true","ecs.s6-c1m2.small",1,2,0.1,15,"0.19","15.13","54.0","54.0","550.8","907.2","1069.2","1166.4","1231.2"
"cn-zhangjiakou","windows","vpc","true","ecs.s6-c1m4.small",1,4,0.1,15,"0.28","22.69","81.0","81.0","826.2","1360.8","1603.8","1749.6","1846.8"
"cn-zhangjiakou","windows","vpc","true","ecs.t6-c2m1.large",2,1,0.08,6,"0.041","3.31","11.8","11.8","120.36","198.24","233.64","254.88","269.04"
"cn-zhangjiakou","windows","vpc","true","ecs.t6-c1m1.large",2,2,0.08,10,"0.082","6.62","23.6","23.6","240.72","396.48","467.28","509.76","538.08"
"cn-zhangjiakou","windows","vpc","true","ecs.t6-c1m2.large",2,4,0.08,10,"0.164","13.23","47.2","47.2","481.44","792.96","934.56","1019.52","1076.16"
"cn-zhangjiakou","windows","vpc","true","ecs.s6-c1m2.large",2,4,0.2,20,"0.38","30.25","108.0","108.0","1101.6","1814.4","2138.4","2332.8","2462.4"
"cn-zhangjiakou","windows","vpc","true","ecs.hfc6.large",2,4,1,30,"0.314","42.29","151.0","151.0","1540.2","2536.8","2989.8","3261.6","3442.8"
"cn-zhangjiakou","windows","vpc","true","ecs.c6.large",2,4,1,30,"0.27","36.69","131.0","131.0","1336.2","2200.8","2593.8","2829.6","2986.8"
"cn-zhangjiakou","windows","vpc","true","ecs.c6e.large",2,4,10,90,"0.41","55.17","197.0","197.0","2009.4","3309.6","3900.6","4255.2","4491.6"
"cn-zhangjiakou","windows","vpc","true","ecs.s6-c1m4.large",2,8,0.4,20,"0.56","45.37","162.0","162.0","1652.4","2721.6","3207.6","3499.2","3693.6"
"cn-zhangjiakou","windows","vpc","true","ecs.t6-c1m4.large",2,8,0.08,10,"0.328","26.44","94.4","94.4","962.88","1585.92","1869.12","2039.04","2152.32"
"cn-zhangjiakou","windows","vpc","true","ecs.hfg6.large",2,8,1,30,"0.385","51.81","185.0","185.0","1887.0","3108.0","3663.0","3996.0","4218.0"
"cn-zhangjiakou","windows","vpc","true","ecs.g6.large",2,8,1,30,"0.35","47.05","168.0","168.0","1713.6","2822.4","3326.4","3628.8","3830.4"
"cn-zhangjiakou","windows","vpc","true","ecs.g6e.large",2,8,10,90,"0.55","73.93","264.0","264.0","2692.8","4435.2","5227.2","5702.4","6019.2"
"cn-zhangjiakou","windows","vpc","true","ecs.hfr6.large",2,16,1,30,"0.504","67.77","242.0","242.0","2468.4","4065.6","4791.6","5227.2","5517.6"
"cn-zhangjiakou","windows","vpc","true","ecs.r6.large",2,16,1,30,"0.46","61.61","220.0","220.0","2244.0","3696.0","4356.0","4752.0","5016.0"
"cn-zhangjiakou","windows","vpc","true","ecs.r6e.large",2,16,10,90,"0.729","98.01","350.0","350.0","3570.0","5880.0","6930.0","7560.0","7980.0"
"cn-zhangjiakou","windows","vpc","true","ecs.s6-c1m2.xlarge",4,8,0.4,30,"0.75","60.49","216.0","216.0","2203.2","3628.8","4276.8","4665.6","4924.8"
"cn-zhangjiakou","windows","vpc","true","ecs.hfc6.xlarge",4,8,1.5,50,"0.629","84.57","302.0","302.0","3080.4","5073.6","5979.6","6523.2","6885.6"
"cn-zhangjiakou","windows","vpc","true","ecs.c6.xlarge",4,8,1.5,50,"0.55","73.37","262.0","262.0","2672.4","4401.6","5187.6","5659.2","5973.6"
"cn-zhangjiakou","windows","vpc","true","ecs.c6e.xlarge",4,8,10,100,"0.821","110.33","394.0","394.0","4018.8","6619.2","7801.2","8510.4","8983.2"
"cn-zhangjiakou","windows","vpc","true","ecs.t6-c1m4.xlarge",4,16,0.16,20,"0.656","52.87","188.8","188.8","1925.76","3171.84","3738.24","4078.08","4304.64"
"cn-zhangjiakou","windows","vpc","true","ecs.hfg6.xlarge",4,16,1.5,50,"0.771","103.61","370.0","370.0","3774.0","6216.0","7326.0","7992.0","8436.0"
"cn-zhangjiakou","windows","vpc","true","ecs.s6-c1m4.xlarge",4,16,0.8,30,"1.13","90.73","324.0","324.0","3304.8","5443.2","6415.2","6998.4","7387.2"
